Month,Indian_Party,JVorWOS_name,JV_or_WOS,Overseas_Country,Activity,Equity,Loan,Guarantee _Issued,Total
May,RIVENDELL CONSULTING LLP,ALMORA BOTANICA UK LTD,JV,UNITED KINGDOM,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.9938,0,0,0.9938
May,RP METALIKS PRIVATE LIMITED,NORBU WANGYAL CALCIUM CARBONATE PRIVATE LIMITED,JV,BHUTAN,MANUFACTURING,0.066,0,0,0.066
May,RSB TRANSMISSIONS I LTD,RSB NORTH AMERICA LLC,WOS,UNITED STATES OF AMERICA,MANUFACTURING,2,0,0,2
May,S KANT HEALTHCARE LTD,S KANT EAST AFRICA LTD,WOS,UGANDA,MANUFACTURING,0,0.2,0,0.2
May,S P A FAMILY VENTURES LLP,"MARBLE ARTIK DOO PREGLOVO, PLASNICA",JV,REPUBLIC OF MACEDONIA,AGRICULTURE AND MINING,0,0.125,0,0.125
May,SABERO ORGANICS GUJARAT LTD,SABERO ORGANICS PHILIPPINES ASIA INC,JV,PHILIPPINES,MANUFACTURING,0.0018,0,0,0.0018
May,SACHIN CHOUDHARY,BLISS SPA AND MASSAGE COMPANY LIMITED,JV,THAILAND,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.035,0,0,0.035
May,SAFEX CHEMICALS (INDIA) LIMITED,SAFEX CHEMICALS AUSTRALIA PTY LTD,WOS,AUSTRALIA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0343,0,0,0.0343
May,SAGAR PIX MULTIMEDIA CORP.PRIVATE LIMITED,SAGAR PICTURES GLOBAL HOLDING LIMITED,JV,UNITED ARAB EMIRATES,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0.025,0,0,0.025
May,SAGILITY INDIA PRIVATE LIMITED,SAGILITY (US) HOLDINGS INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",133.7736,0,0,133.7736
May,SAI SHIPPING CO.P LTD,SAI TRANS PTE LTD,WOS,SINGAPORE,"TRANSPORT, STORAGE AND COMMUNICATION SERVICES",0,0,8.5,8.5
May,SAIFUL ISLAM KAZI,LIBAN INDUSTRIES LIMITED,WOS,BANGLADESH,MANUFACTURING,0.0113,0,0,0.0113
May,SAINIK INFRATEC PRIVATE LIMITED,SAINIK INFRATEC FZCO,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.098,0,0,0.098
May,SAKARIYA MINES AND MINERALS PVT. LTD.,GRAPEAK MINERS (TZ) LIMITED,JV,TANZANIA,AGRICULTURE AND MINING,0,0.55,0,0.55
May,SAKUMA EXPORTS LTD,SAKUMA IMPEX LTD,WOS,UNITED KINGDOM,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",7.3501,0,0,7.3501
May,SAMBHAVNATH INFRABUILD AND FARMS PRIVATE LIMITED,SM KENMIN LTD,JV,UNITED KINGDOM,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.2525,0,0,0.2525
May,SAMEEKSHA DINESH PURI,VRISINI TECHNOLOGIES FZ LLC,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0136,0,0,0.0136
May,SAMROSE ELYSES LLP,SAMROSE ELYSES FZCO,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0218,0,0,0.0218
May,SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,MSSL GMBH,WOS,GERMANY,MANUFACTURING,17.1,0,0,17.1
May,SANDHAR TECHNOLOGIES LTD,SANDHAR TECHNOLOGIES BARCELONA SL,WOS,SPAIN,MANUFACTURING,0,1,0,1
May,SANJANA VERMA,URBAN PARK DEVELOPERS LDA,WOS,PORTUGAL,CONSTRUCTION,0.112,0,0,0.112
May,SANJAY GOLECHA,ZEAL MINING LIMITED,JV,TANZANIA,MANUFACTURING,0.04,0,0,0.04
May,SANMAR MATRIX METALS LIMITED,MATRIX METAL HOLDINGS INC.,JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,1.5,0,1.5
May,SANTHOSH APPAJI,MENSA BRAND TECHNOLOGIES PTE LTD,JV,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.039,0,0,0.039
May,SANTHOSH KUMAR N,MENSA BRAND TECHNOLOGIES PTE LTD,JV,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.039,0,0,0.039
May,SARACA SOLUTIONS PRIVATE LIMITED,SARACA SOLUTIONS INC,JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0102,0,0,0.0102
May,SARAFUDEEN PAYYANIL KARLAKATH YUSUF,ASCENT ENT SPECIALITY CENTRE LLC,JV,UNITED ARAB EMIRATES,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0.0327,0,0,0.0327
May,SAS HOTELS AND ENTERPRISES LIMITED,SAS HOLDINGS FZE,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,1,0,1
May,SCHBANG DIGITAL SOLUTIONS PRIVATE LIMITED,ADDIKT B.V,JV,NETHERLANDS,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0,0.0334,0,0.0334
May,SCHBANG DIGITAL SOLUTIONS PRIVATE LIMITED,SCHBANG DIGITAL SOLUTIONS PRIVATE LIMITED,WOS,UNITED KINGDOM,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0.0303,0,0.0303
May,SDS COTTON PRIVATE LIMITED,NOUMED LIFE SCIENCES LIMITED,JV,UNITED KINGDOM,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",1.2693,0,0,1.2693
May,SEAMEC LIMITED,SEAMEC INTERNATIONAL FZE,WOS,UNITED ARAB EMIRATES,AGRICULTURE AND MINING,0,3.3516,0,3.3516
May,SEJAL GLASS LIMITED,SEJAL GLASS AND GLASS MANUFACTURING PRODUCTS LLC,WOS,UNITED ARAB EMIRATES,MANUFACTURING,0,0,0.8169,0.8169
May,SENDIL KUMAR,SRI RAJA BHOJANAM COMPANY LIMITED,WOS,VIETNAM,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0945,0,0,0.0945
May,SENORES PHARMACEUTICALS LIMITED,SENORES PHARMACEUTICALS INC,WOS,UNITED STATES OF AMERICA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,0.245,0,0.245
May,SENTISS PHARMA PRIVATE LIMITED,SENTISS AG,WOS,SWITZERLAND,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,1.8556,0,1.8556
May,SERUM INSTITUTE OF INDIA PRIVATE LIMITED,HERVOLUTION THERAPEUTICS APS,JV,DENMARK,MANUFACTURING,5.6,0,0,5.6
May,SERVICE LEE TECHNOLOGIES PRIVATE LIMITED,"SERVIFY (EUROPE), B.V.",WOS,NETHERLANDS,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",1.58,0,0,1.58
May,SERVICE LEE TECHNOLOGIES PRIVATE LIMITED,SERVIFY MIDDLE EAST FZE,WOS,UNITED ARAB EMIRATES,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",1.4759,0,0,1.4759
May,SEVASADAN VENTURES,MOHAMMED ABDUL JALEEL UROTHIYL ABOOBACKER HAJI,JV,UNITED ARAB EMIRATES,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0.1906,0,0,0.1906
May,SHAH EYE CARE PRIVATE LIMITED,SURGICON AG,WOS,SWITZERLAND,MANUFACTURING,0,0.075,0,0.075
May,SHAHI EXPORTS PRIVATE LIMITED,SEWTECH FASHIONS LIMITED,JV,BANGLADESH,MANUFACTURING,0,1.8,0,1.8
May,SHAHI EXPORTS PRIVATE LIMITED,SHAHI INFRA LIMITED,WOS,UNITED KINGDOM,CONSTRUCTION,0.0947,0,0,0.0947
May,SHANKAR PUNAJI KHARADI,BELORA GARMENTS (MAURITIUS) LTD.,WOS,MAURITIUS,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.05,0,0,0.05
May,SHANTHARI EXPORTS PRIVATE LIMITED,NATURAL STONE COVERINGS INC,JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.015,0,0,0.015
May,SHANTI ATITHI HOME PRIVATE LIMITED,URBAN PARK DEVELOPERS LDA,WOS,PORTUGAL,CONSTRUCTION,0.576,0,0,0.576
May,SHANTI ATITHI HOME PRIVATE LIMITED,"MY KITCHEN MY STORY, LDA",JV,PORTUGAL,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.294,0,0,0.294
May,SHASHIKALA RAMNIWAS BOHRA,FIT N FINE CO LTD,WOS,THAILAND,MANUFACTURING,0.0559,0,0,0.0559
May,SHAVAD K,RENSAM PETROCHEM FZC,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.12,0,0,0.12
May,SHEHZAD KAZI,MOBILITY PERFORMANCE NETWORK LTD,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0008,0,0,0.0008
May,SHEKAR N,MENSA BRAND TECHNOLOGIES PTE LTD,JV,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.039,0,0,0.039
May,SHERNAZ VENKATESH DHOND,AD SPORT HORSES LIMITED,WOS,UNITED KINGDOM,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0.0631,0,0,0.0631
May,SHILPA MEDICARE LIMITED,KOANAA HEALTHCARE CANADA INC,WOS,CANADA,MANUFACTURING,0,0.0557,0,0.0557
May,SHILPA MEDICARE LIMITED,SHILPA PHARMA INC,WOS,UNITED STATES OF AMERICA,MANUFACTURING,0,0.05,0,0.05
May,SHILPA MEDICARE LIMITED,PILNOVA PHARMA INC.,WOS,UNITED STATES OF AMERICA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,0.125,0,0.125
May,SHIRDI TELEVISTAS PRIVATE LIMITED,S VISTAS LTD,WOS,MAURITIUS,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0,0.0917,0,0.0917
May,SHRI AMBICA POLYMER PRIVATE LIMITED,STE TEXTILES AGRICOLES DU MAROC SARL,JV,MOROCCO,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,0.135,0,0.135
May,SHRIDHAN AUTOMATION PRIVATE LIMITED,SHRIDHAN SENSORTEK B V,WOS,NETHERLANDS,MANUFACTURING,0.0001,0,0,0.0001
May,SI AIR SPRINGS PRIVATE LIMITED,SI AIR SPRINGS S.R.L,WOS,ITALY,MANUFACTURING,1.3,0,0,1.3
May,SICGIL INDIA LIMITED,SICGIL (THAILAND) LIMITED,WOS,THAILAND,MANUFACTURING,0.7855,0,0,0.7855
May,SIDDARTH GREASE AND LUBES PVT LTD,SIDDHARTH GREASE & LUBES-FZE,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.6808,0,0,0.6808
May,SIDDHANT JAIN,STAR TUGS IFSC PRIVATE LIMITED,WOS,IFSC GIFT CITY,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0.0006,0,0,0.0006
May,SIDDHARTH COLORCHEM PVT LTD,INDUS VENTURES LIMITED,WOS,MAURITIUS,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0,4.5443,4.5443
May,SIDDHARTHA TANTIA,GOLDEN MAMA COMPANY LIMITED,JV,TANZANIA,AGRICULTURE AND MINING,0.052,0,0,0.052
May,SIGMA BYTE COMPUTERS P LTD,SIGMA-BYTE ICT SOLUTIONS PTE LTD,WOS,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0.0483,0,0.0483
May,SIGMA INFOSOLUTIONS LTD,SIGMA INFOSOLUTIONS PTY LTD,WOS,AUSTRALIA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0069,0,0,0.0069
May,SILVERTECH WEB SOLUTIONS PRIVATE LIMITED,PERFOMISE INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.001,0,0,0.001
May,SIP ACADEMY INDIA PRIVATE LIMITED,S I P ABACUS TRAINING L.L.C,WOS,UNITED ARAB EMIRATES,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0,0.0316,0,0.0316
May,SISA INFORMATION SECURITY PVT LIMITED,SISA INFORMATION SECURITY SDN BHD,WOS,MALAYSIA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.1032,0,0,0.1032
May,SIX DEE NETAD SOLUTIONS PRIVATE LIMITED,SIX DEE NETAD FZ LLC,JV,UNITED ARAB EMIRATES,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0.0404,0,0,0.0404
May,SKANRAY TECHNOLOGIES PRIVATE LIMITED,SKAN-X RADIOLOGY DEVICES SPA,WOS,ITALY,MANUFACTURING,0.1337,0.4785,0,0.6122
May,SML LIMITED,SM AGROCARE BRASIL IMPORTACAO COMERCIO E SERVICOS AGRICOLAS LTDA,WOS,BRAZIL,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,0.5,0,0.5
May,SN COMMERCIAL PVT LTD,ATB GROUP DMCC,JV,UNITED ARAB EMIRATES,"TRANSPORT, STORAGE AND COMMUNICATION SERVICES",0.0065,0,0,0.0065
May,SNEH DALAPAT KAVATHIYA,HELIS CERAMICA SRL,JV,ROMANIA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.05,0,0,0.05
May,SOCIEDADE DE FOMENTO INDUSTRIAL PVT LTD,FOMENTO ASSOCIATED SINGAPORE HOLDINGS PTE LTD,WOS,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",6.5,0,10,16.5
May,SOHAIL SUDHIR GUPTA,PETRONEFT MARINE SERVICES L.L.C,JV,UNITED ARAB EMIRATES,MANUFACTURING,0.0261,0,0,0.0261
May,SONA BLW PRECISION FORGINGS LIMITED,SONA BLW EDRIVE MEXICANA S.A.P.I DE C.V,WOS,MEXICO,MANUFACTURING,1,0,0,1
May,SOUTH WEST PINNACLE EXPLORATION LTD.,ALARA RESOURCES LLC,JV,OMAN,AGRICULTURE AND MINING,0,0.052,0,0.052
May,SPACENET ENTERPRISES INDIA LTD,SPACENET TRADETECH HK LTD,WOS,HONGKONG,AGRICULTURE AND MINING,0.085,0,0,0.085
May,SPI POWER OPERATIONS PRIVATE LIMITED,SPI VENTURES PRIVATE LIMITED,WOS,UNITED KINGDOM,MISCELLANEOUS,0.8,0,0,0.8
May,SPIRIE MARKETING SOLUTIONS PRIVATE LIMITED,PT KEY GROOVE DIRECT INDONESIA,JV,INDONESIA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0.01,0,0.01
May,SRI KRISHNA I-TECH AND MANAGEMENT SOLUTIONS PRIVATE LIMITED,A V Y INVESTMENT LLC,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",1.3615,0,0,1.3615
May,SRISAI OILFIELD EQUIPMENTS AND MARINE SERVICES PRIVATE LIMIT,SS OILFIELD INTERNATIONAL FZC,JV,UNITED ARAB EMIRATES,MANUFACTURING,0,0.5446,0,0.5446
May,SRKAY CONSULTING GROUP PRIVATE LIMITED,SRKAY CONSULTING TECH INC.,WOS,CANADA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.1,0,0,0.1
May,SRM TECHNOLOGIES PRIVATE LIMITED,SRM TECH INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.4002,0,0,0.4002
May,SS CODEWORKS,ANVITAE INC,JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0001,0,0,0.0001
May,SS LOGIC,ANVITAE INC,JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0,0,0
May,STALWART PEOPLE SERVICES INDIA LIMITED,STALWART FACILITY AND SECURITY SERVICES LLC,JV,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.015,0,0,0.015
May,STAR AGRIWAREHOUSING AND COLLATERAL MANAGEMENT LIMITED,STARAGRI MIDDLE EAST FZE,WOS,UNITED ARAB EMIRATES,"TRANSPORT, STORAGE AND COMMUNICATION SERVICES",0.3688,0,0,0.3688
May,STELLAR INFORMATION TECHNOLOGY PRIVATE LIMITED,STELLAR DATA RECOVERY B.V.,WOS,NETHERLANDS,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",1.2167,0.067,0,1.2837
May,STERLING AND WILSON PVT LTD,STERLING & WILSON INTERNATIONAL FZE,WOS,UNITED ARAB EMIRATES,CONSTRUCTION,0,0.375,0,0.375
May,STERLITE TECHNOLOGIES LIMITED,STL UK HOLDCO LIMITED,WOS,UNITED KINGDOM,MANUFACTURING,3.4542,0,0,3.4542
May,STRING METAVERSE LIMITED,STRING FINTECH HK LIMITED,WOS,HONGKONG,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.165,0,0,0.165
May,STRING METAVERSE LIMITED,KLING DIGITAL ASSETS FZCO,JV,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.03,0,0,0.03
May,SUBODH VARSHNEY,NIGHTINGALE  PHARMACEUTICALS LTD,JV,UGANDA,MANUFACTURING,0.05,0,0,0.05
May,SUDARSHAN KADAM,SHABOSH S.R.L,JV,ITALY,MANUFACTURING,0.015,0,0,0.015
May,SUDEEP PHARMA PRIVATE LIMITED,SUDEEP PHARMA B. V.,WOS,NETHERLANDS,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.025,0,0,0.025
May,SUDHIR POWER LIMITED,SUDHIR POWER (UK) LIMITED,WOS,UNITED KINGDOM,MISCELLANEOUS,0,7,0,7
May,SUHAS GANESH KOLHATKAR,COMPENG COMPOSITE SOLUTIONS LLC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0005,0,0,0.0005
May,SUJATA RESOURCES PVT.LTD.,HARSHADRAY INTERNATIONAL F.Z.E,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0,0,0
May,SUMINTER INDIA ORGANICS PRIVATE LIMITED,AGREX LIMITED,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,0,19.8,19.8
May,SUNIL HINDUJA,"HAIF, INC",JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.24,0,0,0.24
May,SUNIL SOMANI,MARK IMPEX FZ-LLC,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0071,0,0,0.0071
May,SURELOCK PLASTICS PRIVATE LIMITED,SURELOCK PLASTICS S.R.L.,WOS,ITALY,MANUFACTURING,0.02,0,0,0.02
May,SUTLEJ TEXTILES AND INDUSTRIES LIMITED,SUTLEJ HOLDINGS INC,WOS,UNITED STATES OF AMERICA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,0.4,0,0.4
May,SUVEN LIFE SCIENCES LIMITED,SUVEN NEUROSCIENCES INC ,WOS,UNITED STATES OF AMERICA,MANUFACTURING,1,0,0,1
May,SWAPNA SUHAS KOLHATKAR,COMPENG COMPOSITE SOLUTIONS LLC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0005,0,0,0.0005
May,SYLVESTER STEPHAN,MILLENNIUM MINDS W.L.L,WOS,BAHRAIN,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0053,0,0,0.0053
May,SYMBIOTEC PHARMALAB PRIVATE LTD,NAVISCI PTE. LTD.,WOS,SINGAPORE,MANUFACTURING,0,0.15,0,0.15
May,TAMILNADU ROLLING MILLS LIMITED,TYROMER INC,JV,CANADA,MANUFACTURING,0.1486,0,0,0.1486
May,TAMKEEN IRPHAN MOGUL,T I M INTERNATIONAL TRADING LLC,WOS,UNITED ARAB EMIRATES,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0.0408,0,0,0.0408
May,TATA HOUSING DEVELOPMENT COMPANY LIMITED,APEX REALTY PRIVATE LTD,WOS,MALDIVES,CONSTRUCTION,0,1.198,0,1.198
May,TDW TECHNOLOGIES PVT LTD,TDW TECHNOLOGIES INC,WOS,UNITED STATES OF AMERICA,CONSTRUCTION,0.2,0,0,0.2
May,TECH UNIAPPS (INDIA) PRIVATE LIMITED,UNIFYAPPS INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0001,0,0,0.0001
May,TECHNO ELECTRIC & ENGINEERING COMPANY LIMITED,TECHNO ELECTRIC OVERSEAS PTE LTD,WOS,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",5,0,0,5
May,TESSA STONES PVT LTD,TESSA STONES INC,WOS,UNITED STATES OF AMERICA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,0.1,0,0.1
May,THUMAR GEMS,LGD TRADE INC.,WOS,UNITED STATES OF AMERICA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,0,0,0
May,TIME MEDICAL INTERNATIONAL VENTURES (INDIA) P LTD,BLUSIM TECHPTE LTD,JV,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.297,0,0,0.297
May,TIME MEDICAL INTERNATIONAL VENTURES (INDIA) P LTD,THE THERAPY PLATFORM PTE LTD,JV,SINGAPORE,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0.1645,0,0,0.1645
May,TOPARALA HEMAMALINI,ARKA LIMITED,WOS,UNITED ARAB EMIRATES,MANUFACTURING,0.0647,0,0,0.0647
May,TOPARALA KALYAN CHAKRAVARTHY,ARKA LIMITED,WOS,UNITED ARAB EMIRATES,MANUFACTURING,0.0551,0,0,0.0551
May,TOTAL ENVIRONMENT HABITAT PVT LTD,TOTAL ENVIRONMENT CAPITAL INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0.1,0,0.1
May,TOTAL ENVIRONMENT HABITAT PVT LTD,TEH CAPITAL INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0162,0,0,0.0162
May,TRANSASIA BIO MEDICALS LIMITED,ERBA DIAGNOSTICS HOLDINGS LTD,WOS,IRELAND,MANUFACTURING,0,2.6787,0,2.6787
May,TRILLEN HEALTH SERVICES PRIVATE LIMITED,REVIVE PHARMA LIMITED,JV,UGANDA,MANUFACTURING,0.1532,0,0,0.1532
May,TURTLE SHELL TECHNOLOGIES PRIVATE LIMITED,DOZEE INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.06,0,0,0.06
May,TVS SUPPLY CHAIN SOLUTIONS LIMITED,TVS SUPPLY CHAIN SOLUTIONS PTE LTD,JV,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0,2.09,2.09
May,TVS SUPPLY CHAIN SOLUTIONS LIMITED,TVS LOGISTICS INVESTMENT UK LIMITED,WOS,UNITED KINGDOM,"TRANSPORT, STORAGE AND COMMUNICATION SERVICES",0,0,93.9037,93.9037
May,TWENTYSIX DECOR SOLUTIONS PRIVATE LIMITED,TRAMPOLINE LTD,WOS,UNITED KINGDOM,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.9467,0,0,0.9467
May,ULTRA CORPOTECH PVT LTD,ULTRA CORPOTECH INC.,WOS,UNITED STATES OF AMERICA,MANUFACTURING,0,8,0,8
May,UNEECOPS BUSINESS SOLUTIONS PRIVATE LIMITED,UNEECOPS TECHNOLOGIES LLC,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0.0545,0,0.0545
May,UNITED CARBON SOLUTIONS PVT LTD,UNITED CARBON EUROPE GMBH,JV,GERMANY,MANUFACTURING,0.0214,0,0,0.0214
May,UNITY VIDESH PRIVATE LIMITED,UNITY VIDESH BOTSWANA PROPRIETARY LIMITED,JV,BOTSWANA,MANUFACTURING,0.2512,0,0,0.2512
May,UNIVERSITY LIVING ACCOMODATION PRIVATE LTD,UNILIV ACCOMODATION LTD,WOS,UNITED KINGDOM,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0.1111,0,0,0.1111
May,UTTARA FOODS AND FEEDS PRIVATE LIMITED,VENKY'S ITALY QUARRIES S.R.L,JV,ITALY,AGRICULTURE AND MINING,0,0.2175,0,0.2175
May,VARINDERA CONSTRUCTIONS LIMITED,VARINDERA CONSTRUCTIONS INTERNATIONAL LIMITED,WOS,MAURITIUS,CONSTRUCTION,0,0.05,0,0.05
May,VARROC ENGINEERING LTD,VARROCCORP HOLDING BV,WOS,NETHERLANDS,MANUFACTURING,0,0,1,1
May,VARUN BEVERAGES LIMITED,VARUN BEVERAGES RDC SAS,JV,CONGO,MANUFACTURING,0,3,0,3
May,VASANTHA TOOL CRAFTS PVT LTD,VASANTHA NORTH AMERICAN TECHNICAL CENTER LLC,WOS,UNITED STATES OF AMERICA,MANUFACTURING,0,0.3,0,0.3
May,VAY NETWORK SERVICES PRIVATE LIMITED,VAYANA IFSC PRIVATE LIMITED,WOS,IFSC GIFT CITY,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.2393,0,0,0.2393
May,VDOIT TECHNOLOGIES LIMITED,VDOIT US LLC,JV,UNITED STATES OF AMERICA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0008,0,0,0.0008
May,VEDANTA LIMITED,THL ZINC VENTURES LTD,WOS,MAURITIUS,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,32,0,32
May,VELKRO INNOVATION PRIVATE LIMITED,RECODE INNOVATION PTE LTD,JV,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",1.1808,0,0,1.1808
May,VENKATESH RAGHUNATH DHOND,AD SPORT HORSES LIMITED,WOS,UNITED KINGDOM,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0.0631,0,0,0.0631
May,VENKATRAMA POULTRIES PRIVATE LIMITED,NINE HILLS GUINEA CONAKRY,WOS,GUINEA REPUBLIC,AGRICULTURE AND MINING,0.0116,0,0,0.0116
May,VENUS JEWEL,VENUS JEWEL BOTSWANA PROPRIETARY LIMITED,WOS,BOTSWANA,MANUFACTURING,0.2,0,0,0.2
May,VERTEIL TECHNOLOGIES PRIVATE LIMITED,VERTEIL JAPAN INC,JV,JAPAN,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0.0267,0,0.0267
May,VIDEONETICS TECHNOLOGY PRIVATE LIMITED,SOTERIX SYSTEMS INC,JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.009,0,0,0.009
May,VIDRES INDIA CERAMICS PRIVATE LIMITED,AEROCER GLOBAL VENTURES FZE,WOS,UNITED ARAB EMIRATES,MANUFACTURING,0,0.85,0,0.85
May,VIKAS,NEHA HERBALS BANGLADESH PRIVATE LIMITED,WOS,BANGLADESH,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0024,0,0,0.0024
